slug,url
3dvg,"https://livetv.biz.id/play1.php?watch=Septemvri vs Botev Plovdiv"
xrbl,"https://livetv.biz.id/play1.php?watch=Arda vs Cherno More"
005f,"https://livetv.biz.id/play1.php?watch=Cavalry vs Forge"
h2iv,"https://livetv.biz.id/play1.php?watch=Pacific vs Vancouver Langley"
ucot,"https://livetv.biz.id/play1.php?watch=Vancouver Rise (W) vs  Montreal Roses (W)"
3skb,"https://livetv.biz.id/play1.php?watch=Shaanxi Union vs Suzhou Dongwu"
z67i,"https://livetv.biz.id/play1.php?watch=Nanjing City vs Wuxi Wugou"
4ygi,"https://livetv.biz.id/play1.php?watch=Meizhou Hakka vs Shijiazhuang KungFu"
jde6,"https://livetv.biz.id/play1.php?watch=Dingnan United vs Foshan Nanshi"
gyi0,"https://livetv.biz.id/play1.php?watch=Millonarios vs Boyaca Chico"
16sz,"https://livetv.biz.id/play1.php?watch=Alianza Valledupar vs Santa Fe"
y23v,"https://livetv.biz.id/play1.php?watch=Deportivo Cali vs Cucuta Deportivo"
hpk6,"https://livetv.biz.id/play1.php?watch=Deportivo Pasto vs Once Caldas"
783e,"https://livetv.biz.id/play1.php?watch=Leones vs Boca Juniors de Cali"
wf4h,"https://livetv.biz.id/play1.php?watch=Guadalupe vs Moravia FCM"
4pi4,"https://livetv.biz.id/play1.php?watch=Puntarenas vs Escorpiones"
wkm2,"https://livetv.biz.id/play1.php?watch=Deportivo Saprissa vs Herediano"
4cq8,"https://livetv.biz.id/play1.php?watch=Varazdin vs Osijek"
iyzs,"https://livetv.biz.id/play1.php?watch=Istra vs Gorica"
9ywc,"https://livetv.biz.id/play1.php?watch=Orijent vs NK Opatija"
6kn9,"https://livetv.biz.id/play1.php?watch=Nea Salamina vs Anorthosis"
cea2,"https://livetv.biz.id/play1.php?watch=Apollon Limassol vs APOEL"
7m8p,"https://livetv.biz.id/play1.php?watch=Vsetin vs SFK Vrchovina"
2036,"https://livetv.biz.id/play1.php?watch=Banik Sous vs Velke Hamry"
y8vf,"https://livetv.biz.id/play1.php?watch=Pribram B vs Dukla Prague B"
m9m5,"https://livetv.biz.id/play1.php?watch=Vitkovice vs Artis Brno B"
by4b,"https://livetv.biz.id/play1.php?watch=Frydek-Mistek vs Havirov"
obpd,"https://livetv.biz.id/play1.php?watch=TJ Unie Hlubina vs Polanka"
3emm,"https://livetv.biz.id/play1.php?watch=Dynamo Ceske Budejovice vs Aritma Prague"
l3gi,"https://livetv.biz.id/play1.php?watch=Kraluv Dvur vs Povltavska FA"
akmg,"https://livetv.biz.id/play1.php?watch=Admira Prague vs Pisek"
snmf,"https://livetv.biz.id/play1.php?watch=Hradec Kralove B vs Zapy"
gor6,"https://livetv.biz.id/play1.php?watch=Bohemians 1905 B vs Viktoria Plzen B"
qsen,"https://livetv.biz.id/play1.php?watch=Unicov vs Uhersky Brod"
sqi3,"https://livetv.biz.id/play1.php?watch=Zbrojovka Brno B vs Hodonin"
22ov,"https://livetv.biz.id/play1.php?watch=Teplice B vs Chrudim"
vzzd,"https://livetv.biz.id/play1.php?watch=FS Trebic vs Slovan Havlickuv Brod"
v12l,"https://livetv.biz.id/play1.php?watch=Nove Sady vs Prostejov B"
24g8,"https://livetv.biz.id/play1.php?watch=Novy Jicin vs Bilovec"
x2ib,"https://livetv.biz.id/play1.php?watch=Krumvir vs Breclav"
hyvw,"https://livetv.biz.id/play1.php?watch=Bzenec vs Strani"
cv44,"https://livetv.biz.id/play1.php?watch=Chotebor vs Znojmo"
docx,"https://livetv.biz.id/play1.php?watch=Horovice vs Okula"
ibt3,"https://livetv.biz.id/play1.php?watch=Ostrov vs Rapid Psary"
3zvw,"https://livetv.biz.id/play1.php?watch=Kosmonosy vs Chrudim B"
iizp,"https://livetv.biz.id/play1.php?watch=Hvezda Cheb vs Chomutov"
8vnn,"https://livetv.biz.id/play1.php?watch=Tempo vs Slavoj Vysehrad"
w78g,"https://livetv.biz.id/play1.php?watch=Slany vs Meteor"
7oht,"https://livetv.biz.id/play1.php?watch=Mlada-Boleslav vs Zbrojovka Brno"
230j,"https://livetv.biz.id/play1.php?watch=Karvina vs Slovan Liberec"
j6dl,"https://livetv.biz.id/play1.php?watch=Pardubice vs Bohemians"
45ou,"https://livetv.biz.id/play1.php?watch=Artis Brno vs Slovan Liberec"
pogb,"https://livetv.biz.id/play1.php?watch=Slovacko vs Banik Ostrava"
npr4,"https://livetv.biz.id/play1.php?watch=AB Gladsaxe vs Esbjerg"
xxas,"https://livetv.biz.id/play1.php?watch=Aarhus Fremad vs Hvidovre"
hfdy,"https://livetv.biz.id/play1.php?watch=OB vs Midtjylland"
wp4i,"https://livetv.biz.id/play1.php?watch=Atlantico vs Moca"
73s3,"https://livetv.biz.id/play1.php?watch=Jarabacoa vs Salcedo"
mxcd,"https://livetv.biz.id/play1.php?watch=Guayaquil City vs Leones Del Norte"
0g00,"https://livetv.biz.id/play1.php?watch=Emelec vs Libertad"
prt0,"https://livetv.biz.id/play1.php?watch=Gualaceo vs LDU Portoviejo"
xumo,"https://livetv.biz.id/play1.php?watch=Stoke City vs Sheffield Utd"
n7zb,"https://livetv.biz.id/play1.php?watch=Millwall vs West Ham United"
64ey,"https://livetv.biz.id/play1.php?watch=Cardiff City vs Charlton Athletic"
sw5s,"https://livetv.biz.id/play1.php?watch=Burnley vs Derby County"
kwuo,"https://livetv.biz.id/play1.php?watch=Birmingham City vs Middlesbrough"
ljng,"https://livetv.biz.id/play1.php?watch=Wrexham vs Southampton"
p8uw,"https://livetv.biz.id/play1.php?watch=Queens Park Rangers vs Preston"
0ww9,"https://livetv.biz.id/play1.php?watch=Portsmouth vs Blackburn"
0c4i,"https://livetv.biz.id/play1.php?watch=Lincoln City vs Swansea City"
t2ym,"https://livetv.biz.id/play1.php?watch=Burton Albion vs Mansfield Town"
qoh6,"https://livetv.biz.id/play1.php?watch=Barnsley vs Leicester City"
voo5,"https://livetv.biz.id/play1.php?watch=Wigan Athletic vs Wycombe"
5shg,"https://livetv.biz.id/play1.php?watch=Sheffield Wednesday vs Stockport"
nx2g,"https://livetv.biz.id/play1.php?watch=Reading vs Notts County"
s5di,"https://livetv.biz.id/play1.php?watch=Peterborough United vs Doncaster Rovers"
fzg4,"https://livetv.biz.id/play1.php?watch=Oxford Utd vs Cambridge Utd"
upvz,"https://livetv.biz.id/play1.php?watch=Luton Town vs Bradford City"
w52j,"https://livetv.biz.id/play1.php?watch=Leyton Orient vs Stevenage"
7bk6,"https://livetv.biz.id/play1.php?watch=Bromley vs Huddersfield"
mtpt,"https://livetv.biz.id/play1.php?watch=Blackpool vs Plymouth Argyle"
8an6,"https://livetv.biz.id/play1.php?watch=Tottenham vs Aston Villa"
e6a5,"https://livetv.biz.id/play1.php?watch=Simulcast vs"
l8xp,"https://livetv.biz.id/play1.php?watch=Newcastle United vs Hull City"
2wx6,"https://livetv.biz.id/play1.php?watch=Everton vs Ipswich Town"
vbgn,"https://livetv.biz.id/play1.php?watch=Brighton vs Arsenal"
ajy6,"https://livetv.biz.id/play1.php?watch=Nottingham Forest vs Coventry City"
nsqg,"https://livetv.biz.id/play1.php?watch=Liverpool U-21 vs  Brighton U-21"
75ly,"https://livetv.biz.id/play1.php?watch=Charlton Athletic (W) vs  London City Lionesses (W)"
02vl,"https://livetv.biz.id/play1.php?watch=Chelsea (W) vs  Birmingham City (W)"
9bec,"https://livetv.biz.id/play1.php?watch=Arsenal (W) vs  Manchester United (W)"
i6cf,"https://livetv.biz.id/play1.php?watch=Elva vs Tallinn"
se6h,"https://livetv.biz.id/play1.php?watch=Levadia U-21 vs Maardu"
xw1z,"https://livetv.biz.id/play1.php?watch=Nomme United vs Paide"
dnrs,"https://livetv.biz.id/play1.php?watch=Vikingur vs 07 Vestur"
qhwn,"https://livetv.biz.id/play1.php?watch=B68 Toftir vs EB/Streymur"
ytn2,"https://livetv.biz.id/play1.php?watch=HB Torshavn vs AB Argir"
94i1,"https://livetv.biz.id/play1.php?watch=TPS vs Ilves"
reb1,"https://livetv.biz.id/play1.php?watch=VPS vs KuPS"
wmaz,"https://livetv.biz.id/play1.php?watch=Paris vs Strasbourg"
mxmg,"https://livetv.biz.id/play1.php?watch=Simulcast vs"
q0gq,"https://livetv.biz.id/play1.php?watch=Toulouse vs Le Havre"
21gs,"https://livetv.biz.id/play1.php?watch=Lyon vs Rennes"
iicl,"https://livetv.biz.id/play1.php?watch=Le Mans vs Lorient"
qdh6,"https://livetv.biz.id/play1.php?watch=Angers vs Troyes"
2gvp,"https://livetv.biz.id/play1.php?watch=Boulogne vs Nantes"
g1rn,"https://livetv.biz.id/play1.php?watch=Guingamp vs Red Star"
d2dj,"https://livetv.biz.id/play1.php?watch=Metz vs Saint-Etienne"
adkj,"https://livetv.biz.id/play1.php?watch=Versailles vs Quevilly"
dfbi,"https://livetv.biz.id/play1.php?watch=Rouen vs Aubagne"
l9u6,"https://livetv.biz.id/play1.php?watch=Paris 13 vs Bourg-en-Bresse P"
72t3,"https://livetv.biz.id/play1.php?watch=Le Puy vs Villefranche"
g6jf,"https://livetv.biz.id/play1.php?watch=La Roche vs Valenciennes"
tlf6,"https://livetv.biz.id/play1.php?watch=Fleury 91 vs Thionville Lusitanos"
srsw,"https://livetv.biz.id/play1.php?watch=Concarneau vs Caen"
6dn2,"https://livetv.biz.id/play1.php?watch=Amiens vs Orleans"
3w05,"https://livetv.biz.id/play1.php?watch=Mamelodi Sundowns vs Al-Ahli Jeddah"
chy5,"https://livetv.biz.id/play1.php?watch=Gagra vs Meshakhte"
flzi,"https://livetv.biz.id/play1.php?watch=Samgurali vs Dinamo Tbilisi"
60o0,"https://livetv.biz.id/play1.php?watch=Dynamo Dresden vs Hertha Berlin"
u8xz,"https://livetv.biz.id/play1.php?watch=Simulcast vs"
9cuj,"https://livetv.biz.id/play1.php?watch=Viktoria Cologne vs Ingolstadt"
oag0,"https://livetv.biz.id/play1.php?watch=Stuttgart II vs Regensburg"
5jro,"https://livetv.biz.id/play1.php?watch=Hoffenheim II vs Meppen"
9hn4,"https://livetv.biz.id/play1.php?watch=Alemannia vs Fortuna"
25to,"https://livetv.biz.id/play1.php?watch=Saarbruecken vs Grossaspach"
132l,"https://livetv.biz.id/play1.php?watch=Simulcast vs"
jzxq,"https://livetv.biz.id/play1.php?watch=Simulcast vs"
8hsv,"https://livetv.biz.id/play1.php?watch=Werder Bremen vs Augsburg"
t4pf,"https://livetv.biz.id/play1.php?watch=Hamburg vs Cologne"
8g8k,"https://livetv.biz.id/play1.php?watch=Eintracht vs Freiburg"
m7dq,"https://livetv.biz.id/play1.php?watch=Borussia M vs Mainz 05"
r4g9,"https://livetv.biz.id/play1.php?watch=Stuttgart vs Dortmund"
oeih,"https://livetv.biz.id/play1.php?watch=Bayern Munich (W) vs  Cologne (W)"
kpk3,"https://livetv.biz.id/play1.php?watch=Lynx vs St Josephs"
d4ex,"https://livetv.biz.id/play1.php?watch=Hound Dogs vs Europa Point"
2r9b,"https://livetv.biz.id/play1.php?watch=Atromitos vs Kifisia"
8jg2,"https://livetv.biz.id/play1.php?watch=Aris vs Iraklis Thessaloniki"
lwax,"https://livetv.biz.id/play1.php?watch=Anagennisi Karditsa vs Panionios"
hoge,"https://livetv.biz.id/play1.php?watch=Panathinaikos (W) vs Pyrgos (W)"
q433,"https://livetv.biz.id/play1.php?watch=Aurora vs Deportivo Marquense"
lmnp,"https://livetv.biz.id/play1.php?watch=Antigua GFC vs Municipal"
sxxz,"https://livetv.biz.id/play1.php?watch=Genesis vs Olancho"
ql4p,"https://livetv.biz.id/play1.php?watch=Real Espana vs Motagua"
80p7,"https://livetv.biz.id/play1.php?watch=Kisvarda vs Paks"
ngbr,"https://livetv.biz.id/play1.php?watch=Debrecen vs Vasas"
61e8,"https://livetv.biz.id/play1.php?watch=Deac vs Hajdunanas"
iycg,"https://livetv.biz.id/play1.php?watch=Throttur R vs Fylkir"
fs0e,"https://livetv.biz.id/play1.php?watch=KR Reykjavik vs Vikingur Reykjavik"
p2hc,"https://livetv.biz.id/play1.php?watch=KA Akureyri vs Thor"
po98,"https://livetv.biz.id/play1.php?watch=Bhayangkara vs Isenmulang Kalteng"
o43n,"https://livetv.biz.id/play1.php?watch=Persija Jakarta vs Malut United"
n43i,"https://livetv.biz.id/play1.php?watch=Dewa United vs PSS Sleman"
9bze,"https://livetv.biz.id/play1.php?watch=Borneo vs Bali United"
nz6c,"https://livetv.biz.id/play1.php?watch=Sligo Rovers vs St Patrick`s Athletic"
t871,"https://livetv.biz.id/play1.php?watch=Bnei Sakhnin vs Hapoel Ramat Gan"
ec18,"https://livetv.biz.id/play1.php?watch=Maccabi Petah Tikva vs Hapoel Jerusalem"
2rxl,"https://livetv.biz.id/play1.php?watch=Maccabi Netanya vs Maccabi Tel Aviv"
woiz,"https://livetv.biz.id/play1.php?watch=Maccabi Haifa vs Ironi Tiberias"
fpq4,"https://livetv.biz.id/play1.php?watch=Hapoel Beer Sheva vs Kiryat Shmona"
3xjm,"https://livetv.biz.id/play1.php?watch=Beitar Jerusalem vs Hapoel Haifa"
nyj2,"https://livetv.biz.id/play1.php?watch=Udinese vs Cagliari"
suc8,"https://livetv.biz.id/play1.php?watch=Bologna vs Torino"
7e4m,"https://livetv.biz.id/play1.php?watch=Simulcast vs"
chny,"https://livetv.biz.id/play1.php?watch=Roma vs Inter"
lfe7,"https://livetv.biz.id/play1.php?watch=Venezia vs Lazio"
3jvl,"https://livetv.biz.id/play1.php?watch=Palermo vs Padova"
jb3x,"https://livetv.biz.id/play1.php?watch=Cremonese vs Virtus Entella"
jgle,"https://livetv.biz.id/play1.php?watch=Carrarese vs Benevento"
y1sk,"https://livetv.biz.id/play1.php?watch=Simulcast vs"
8vhl,"https://livetv.biz.id/play1.php?watch=Sampdoria vs Catanzaro"
erzt,"https://livetv.biz.id/play1.php?watch=Ascoli vs Avellino"
51u5,"https://livetv.biz.id/play1.php?watch=Forli vs Torres"
tobp,"https://livetv.biz.id/play1.php?watch=Sorrento vs Bari"
9w3u,"https://livetv.biz.id/play1.php?watch=Cosenza vs Scafatese"
n4u9,"https://livetv.biz.id/play1.php?watch=Audace Cerignola vs Casertana"
m4w5,"https://livetv.biz.id/play1.php?watch=Savoia vs Casarano"
gg49,"https://livetv.biz.id/play1.php?watch=Salernitana vs Giugliano"
eapv,"https://livetv.biz.id/play1.php?watch=Catania vs Barletta"
kkwl,"https://livetv.biz.id/play1.php?watch=Altamura vs Picerno"
ufkt,"https://livetv.biz.id/play1.php?watch=Gamba Osaka vs Vissel Kobe"
0fvg,"https://livetv.biz.id/play1.php?watch=Tochigi City vs Vegalta Sendai"
faue,"https://livetv.biz.id/play1.php?watch=Iga Kunoichi (W) vs  Ehime (W)"
4vz5,"https://livetv.biz.id/play1.php?watch=Vonds Ichihara (W) vs  Orca Kamogawa (W)"
i02x,"https://livetv.biz.id/play1.php?watch=Sfida Setagaya (W) vs  Nittaidai (W)"
8ya2,"https://livetv.biz.id/play1.php?watch=Viamaterasu Miyazaki (W) vs  Okayama Yunogo Belle (W)"
3uv9,"https://livetv.biz.id/play1.php?watch=Shabab Al-Ordon vs Al-Hussein"
nf9v,"https://livetv.biz.id/play1.php?watch=Asia Talas vs Neftchi Kochkor-Ata"
xjan,"https://livetv.biz.id/play1.php?watch=Liepaja vs Daugavpils"
xypt,"https://livetv.biz.id/play1.php?watch=Jelgava vs Riga"
gfzp,"https://livetv.biz.id/play1.php?watch=Banga vs Dziugas"
9br4,"https://livetv.biz.id/play1.php?watch=Transinvest vs Zalgiris"
fydh,"https://livetv.biz.id/play1.php?watch=Birzebbuga vs Valletta"
3hh5,"https://livetv.biz.id/play1.php?watch=Gzira United vs Mosta"
imig,"https://livetv.biz.id/play1.php?watch=Jaiba Brava vs Dorados"
xcyq,"https://livetv.biz.id/play1.php?watch=Cancun vs Alebrijes"
6p6a,"https://livetv.biz.id/play1.php?watch=Atletico Morelia vs Leones Negros"
h5qp,"https://livetv.biz.id/play1.php?watch=Atletico de San Luis vs Necaxa"
qsqd,"https://livetv.biz.id/play1.php?watch=Atlas vs Pumas"
h7ff,"https://livetv.biz.id/play1.php?watch=Monterrey vs Cruz Azul"
4weg,"https://livetv.biz.id/play1.php?watch=America vs Guadalajara"
qpwg,"https://livetv.biz.id/play1.php?watch=Tijuana (W) vs  Guadalajara (W)"
2u26,"https://livetv.biz.id/play1.php?watch=Politehnica UTM vs Petrocub"
9oze,"https://livetv.biz.id/play1.php?watch=Zimbru vs Dacia Buiucani"
6zsz,"https://livetv.biz.id/play1.php?watch=Arsenal Tivat vs Sutjeska"
d1lc,"https://livetv.biz.id/play1.php?watch=Argentina U19 vs Uruguay U19"
1uwd,"https://livetv.biz.id/play1.php?watch=Vitesse vs Jong PSV"
8lrr,"https://livetv.biz.id/play1.php?watch=Den Haag vs Cambuur"
09u4,"https://livetv.biz.id/play1.php?watch=Sparta Rotterdam vs Heerenveen"
9xo7,"https://livetv.biz.id/play1.php?watch=Ajax vs Excelsior"
iy1g,"https://livetv.biz.id/play1.php?watch=Willem II vs Fortuna Sittard"
e35m,"https://livetv.biz.id/play1.php?watch=Feyenoord vs Utrecht"
7j00,"https://livetv.biz.id/play1.php?watch=PSV (W) vs  Twente (W)"
27yf,"https://livetv.biz.id/play1.php?watch=Ajax (W) vs  AZ (W)"
oete,"https://livetv.biz.id/play1.php?watch=Utrecht (W) vs  Feyenoord (W)"
rlau,"https://livetv.biz.id/play1.php?watch=PEC Zwolle (W) vs  De Graafschap (W)"
t139,"https://livetv.biz.id/play1.php?watch=Walter Ferretti vs ART Jalapa"
h3y5,"https://livetv.biz.id/play1.php?watch=Aasane vs Bryne"
gg6e,"https://livetv.biz.id/play1.php?watch=Kristiansund vs Rosenborg"
5x61,"https://livetv.biz.id/play1.php?watch=Molde vs Aalesund"
5rly,"https://livetv.biz.id/play1.php?watch=Brann (W) vs  Bodoe/Glimt (W)"
8fsw,"https://livetv.biz.id/play1.php?watch=Libertad vs Ameliano"
5qqg,"https://livetv.biz.id/play1.php?watch=Cerro Porteno vs Rubio Nu"
lctq,"https://livetv.biz.id/play1.php?watch=Cajamarca vs Cusco"
5gre,"https://livetv.biz.id/play1.php?watch=Sporting Cristal vs Atletico Grau"
h71o,"https://livetv.biz.id/play1.php?watch=Deportivo Garcilaso vs Universitario"
4fpc,"https://livetv.biz.id/play1.php?watch=Melgar vs Sport Boys"
oijt,"https://livetv.biz.id/play1.php?watch=Philippine Army vs Tuloy"
2xu2,"https://livetv.biz.id/play1.php?watch=ADT vs Maharlika"
qldk,"https://livetv.biz.id/play1.php?watch=Korona Kielce vs Rakow"
ipqx,"https://livetv.biz.id/play1.php?watch=GKS Katowice vs Cracovia"
zvyt,"https://livetv.biz.id/play1.php?watch=Motor vs Gornik Zabrze"
1zul,"https://livetv.biz.id/play1.php?watch=Piast Gliwice vs Pogon Szczecin"
j8za,"https://livetv.biz.id/play1.php?watch=Nieciecza vs Odra Opole"
ihlt,"https://livetv.biz.id/play1.php?watch=Polonia Warsaw vs Chrobry Glogow"
k7pe,"https://livetv.biz.id/play1.php?watch=Grodzisk Mazowiecki vs LKS Lodz"
z8wo,"https://livetv.biz.id/play1.php?watch=Miedz Legnica vs Stal Rzeszow"
3akz,"https://livetv.biz.id/play1.php?watch=Stalowa Wola vs Resovia Rzeszow"
048g,"https://livetv.biz.id/play1.php?watch=Naval vs Felgueiras"
035o,"https://livetv.biz.id/play1.php?watch=Oliveirense vs Penafiel"
tsui,"https://livetv.biz.id/play1.php?watch=Beira-Mar vs Os Belenenses"
wq8o,"https://livetv.biz.id/play1.php?watch=Alverca U-19 vs  Casa Pia U-19"
n32z,"https://livetv.biz.id/play1.php?watch=Porto U-19 vs  Rio Ave U-19"
tru0,"https://livetv.biz.id/play1.php?watch=Nacional vs Famalicao"
udoh,"https://livetv.biz.id/play1.php?watch=Gil Vicente vs Maritimo"
kmlh,"https://livetv.biz.id/play1.php?watch=Alverca vs Rio Ave"
bkxk,"https://livetv.biz.id/play1.php?watch=Sporting vs Arouca"
avym,"https://livetv.biz.id/play1.php?watch=CFR Cluj vs Botosani"
ikon,"https://livetv.biz.id/play1.php?watch=U Craiova vs FCSB"
vjbf,"https://livetv.biz.id/play1.php?watch=Santana vs Politehnica Timisoara II"
bdao,"https://livetv.biz.id/play1.php?watch=Zenit (W) vs  Dynamo M (W)"
mi4d,"https://livetv.biz.id/play1.php?watch=St Mirren vs Dundee United"
6od6,"https://livetv.biz.id/play1.php?watch=St Johnstone vs Falkirk"
ygs4,"https://livetv.biz.id/play1.php?watch=Hibernian vs Aberdeen"
4ryj,"https://livetv.biz.id/play1.php?watch=Dundee vs Motherwell"
jirw,"https://livetv.biz.id/play1.php?watch=Kilmarnock vs Hearts"
ojkp,"https://livetv.biz.id/play1.php?watch=Vojvodina vs Novi Beograd"
9a8o,"https://livetv.biz.id/play1.php?watch=Novi Pazar vs Zemun"
hg07,"https://livetv.biz.id/play1.php?watch=Radnik vs Partizan"
rlic,"https://livetv.biz.id/play1.php?watch=OFK Belgrade vs Radnicki 1923"
2e03,"https://livetv.biz.id/play1.php?watch=Young Lions vs Geylang International"
7dom,"https://livetv.biz.id/play1.php?watch=Balestier Khalsa vs Tanjong Pagar United"
fi3y,"https://livetv.biz.id/play1.php?watch=Zemplin Michalovce vs Banska Bystrica"
oeqi,"https://livetv.biz.id/play1.php?watch=Kosice vs Ruzomberok"
qzv8,"https://livetv.biz.id/play1.php?watch=Zilina vs Trencin"
zrom,"https://livetv.biz.id/play1.php?watch=Komarno vs Slovan Bratislava"
voe2,"https://livetv.biz.id/play1.php?watch=Spartak Myjava (W) vs Komarno (W)"
wac9,"https://livetv.biz.id/play1.php?watch=ND Beltinci vs Tabor Sezana"
hg7i,"https://livetv.biz.id/play1.php?watch=Dren Vrhinka vs Primorje"
5bk4,"https://livetv.biz.id/play1.php?watch=Ilirija vs Krsko Posavje"
sqcs,"https://livetv.biz.id/play1.php?watch=Brezice vs Rudar"
t2oa,"https://livetv.biz.id/play1.php?watch=Koper vs Nafta"
a67b,"https://livetv.biz.id/play1.php?watch=Slavia vs Celje"
73ep,"https://livetv.biz.id/play1.php?watch=Maribor vs Aluminij"
6p8p,"https://livetv.biz.id/play1.php?watch=Richards Bay vs Sekhukhune United"
qs7j,"https://livetv.biz.id/play1.php?watch=Polokwane City vs AmaZulu"
