slug,url
o0eb,"https://livetv.biz.id/play1.php?watch=Warrington Wolves vs Hull Kingston Rovers"
28e2,"https://livetv.biz.id/play1.php?watch=Regensburg vs Bonn"
03mf,"https://livetv.biz.id/play1.php?watch=Sabadell vs Budvanska Rivijera"
kubi,"https://livetv.biz.id/play1.php?watch=Apolo SM vs Brescia"
t8kd,"https://livetv.biz.id/play1.php?watch=Novi Beograd vs Spandau 04"
phhd,"https://livetv.biz.id/play1.php?watch=Novi Beograd vs Spandau Berlin"
ayjx,"https://livetv.biz.id/play1.php?watch=Delaware Blue Hens vs Coastal Carolina Chanticleers"
6rc5,"https://livetv.biz.id/play1.php?watch=Mercer Bears vs Georgia Yellow Jackets"
8v56,"https://livetv.biz.id/play1.php?watch=East Tennessee Buccaneers vs West Georgia Wolves"
6kq8,"https://livetv.biz.id/play1.php?watch=Lehigh Mountain Hawks vs Dartmouth Big Green"
sk4c,"https://livetv.biz.id/play1.php?watch=Columbia Lions vs Lafayette Leopards"
kop9,"https://livetv.biz.id/play1.php?watch=LIU Sharks vs Villanova Wildcats"
uus1,"https://livetv.biz.id/play1.php?watch=Texas Bobcats vs North Texas Mean Green"
pke0,"https://livetv.biz.id/play1.php?watch=Kansas Wildcats vs Tulane Green Wave"
byxl,"https://livetv.biz.id/play1.php?watch=Ohio Buckeyes vs Kent Golden Flashes"
r90n,"https://livetv.biz.id/play1.php?watch=Arkansas Razorbacks vs Georgia Bulldogs"
5kl1,"https://livetv.biz.id/play1.php?watch=Iowa Cyclones vs Bowling Green Falcons"
gxgc,"https://livetv.biz.id/play1.php?watch=Buffalo Bulls vs Penn Nittany Lions"
6w7e,"https://livetv.biz.id/play1.php?watch=Minnesota Golden Gophers vs Akron Zips"
e9xk,"https://livetv.biz.id/play1.php?watch=Kansas Jayhawks vs Arizona Sun Devils"
5vql,"https://livetv.biz.id/play1.php?watch=North Carolina Tar Heels vs Clemson Tigers"
l15i,"https://livetv.biz.id/play1.php?watch=Wisconsin Badgers vs Eastern Michigan Eagles"
fxt4,"https://livetv.biz.id/play1.php?watch=Troy Trojans vs Missouri Tigers"
07ru,"https://livetv.biz.id/play1.php?watch=Vanderbilt Commodores vs NC Wolfpack"
ngw0,"https://livetv.biz.id/play1.php?watch=International Championship | China vs"
f985,"https://livetv.biz.id/play1.php?watch=Polish International vs"
8bf1,"https://livetv.biz.id/play1.php?watch=Ulbroka vs Valmieras"
7whg,"https://livetv.biz.id/play1.php?watch=Modra (W) vs Nemsova (W)"
fax8,"https://livetv.biz.id/play1.php?watch=Filakovo (W) vs Kysucke Nove Mesto (W)"
brzg,"https://livetv.biz.id/play1.php?watch=Zahorska Bystrica vs Nizna"
4ojf,"https://livetv.biz.id/play1.php?watch=AS Trencin vs Sabinov"
obhp,"https://livetv.biz.id/play1.php?watch=Snipers Bratislava vs Florko Kosice"
e92i,"https://livetv.biz.id/play1.php?watch=Zilina vs Lido Bratislava"
26lf,"https://livetv.biz.id/play1.php?watch=Pruske (W) vs Snipers Bratislava (W)"
fr6s,"https://livetv.biz.id/play1.php?watch=Chemnitz vs Holzbuttgen"
g8sh,"https://livetv.biz.id/play1.php?watch=Hamburg vs Kaufering"
gem5,"https://livetv.biz.id/play1.php?watch=Berlin vs Weissenfels"
41sl,"https://livetv.biz.id/play1.php?watch=MFBC Leipzig vs DHfK Leipzig"
zx1z,"https://livetv.biz.id/play1.php?watch=Fiji vs Japan"
kz44,"https://livetv.biz.id/play1.php?watch=Castres Olympique vs Toulon"
qhl1,"https://livetv.biz.id/play1.php?watch=Italy (W) vs Japan (W)"
ano5,"https://livetv.biz.id/play1.php?watch=England (W) vs Canada (W)"
dtfc,"https://livetv.biz.id/play1.php?watch=La Rochelle vs Racing 92"
56dq,"https://livetv.biz.id/play1.php?watch=Montpellier vs Perpignan"
yzgc,"https://livetv.biz.id/play1.php?watch=Lyon vs Section Paloise"
888p,"https://livetv.biz.id/play1.php?watch=Aviron Bayonnais vs Clermont"
vggb,"https://livetv.biz.id/play1.php?watch=France (W) vs Australia (W)"
pu5e,"https://livetv.biz.id/play1.php?watch=Scotland (W) vs New Zealand (W)"
qrs9,"https://livetv.biz.id/play1.php?watch=BMW Championships vs"
9o4r,"https://livetv.biz.id/play1.php?watch=La Sella Open vs"
fgnw,"https://livetv.biz.id/play1.php?watch=WTT Star Contender  Astana vs"
05xb,"https://livetv.biz.id/play1.php?watch=World Series vs"
ka1m,"https://livetv.biz.id/play1.php?watch=Super and Classic vs"
bj9i,"https://livetv.biz.id/play1.php?watch=Grand Prix vs"
b86z,"https://livetv.biz.id/play1.php?watch=Tour de Luxembourg vs"
ddec,"https://livetv.biz.id/play1.php?watch=Knights vs Lions"
xz0s,"https://livetv.biz.id/play1.php?watch=Rocks vs North West"
hrjr,"https://livetv.biz.id/play1.php?watch=Warriors vs Titans"
8sut,"https://livetv.biz.id/play1.php?watch=Western Province vs Dolphins"
t8vb,"https://livetv.biz.id/play1.php?watch=Blaze (W) vs Hampshire (W)"
sopa,"https://livetv.biz.id/play1.php?watch=Zimbabwe (W) vs South Africa (W)"
2767,"https://livetv.biz.id/play1.php?watch=Belfast Wolves vs Amsterdam Flames"
bhb1,"https://livetv.biz.id/play1.php?watch=England vs Sri Lanka"
0v6q,"https://livetv.biz.id/play1.php?watch=Junior Grand Prix  Ankara vs"
dswj,"https://livetv.biz.id/play1.php?watch=Panhellenic Marathon vs"
d24w,"https://livetv.biz.id/play1.php?watch=World Surf League vs"
rvbi,"https://livetv.biz.id/play1.php?watch=Chess Olympiad vs"
i3bh,"https://livetv.biz.id/play1.php?watch=Russian Championship vs"
edw0,"https://livetv.biz.id/play1.php?watch=Strongest Cup vs"
upwe,"https://livetv.biz.id/play1.php?watch=Challenge Cup vs"
oysm,"https://livetv.biz.id/play1.php?watch=Swiss Grand Prix vs"
muw1,"https://livetv.biz.id/play1.php?watch=RWS Muay Thai vs"
gl5x,"https://livetv.biz.id/play1.php?watch=World Cup vs"
cm02,"https://livetv.biz.id/play1.php?watch=KSW vs"
patu,"https://livetv.biz.id/play1.php?watch=World Series  Chongqing vs"
btnd,"https://livetv.biz.id/play1.php?watch=Guanches Warriors Championship vs"
v1p6,"https://livetv.biz.id/play1.php?watch=Liptovsky Mikulas vs Trencin"
muk3,"https://livetv.biz.id/play1.php?watch=La Chaux-de-Fonds vs GCK Lions"
es5n,"https://livetv.biz.id/play1.php?watch=Kaltern vs Val Pusteria Junior"
jw5y,"https://livetv.biz.id/play1.php?watch=Pioneers Vorarlberg vs Graz"
vs8j,"https://livetv.biz.id/play1.php?watch=Sisak vs Jesenice"
c510,"https://livetv.biz.id/play1.php?watch=Merano vs Gherdeina"
mffq,"https://livetv.biz.id/play1.php?watch=Zeller Eisbaren vs Asiago"
kcwr,"https://livetv.biz.id/play1.php?watch=Kitzbuhel vs Ritten Sport"
crp7,"https://livetv.biz.id/play1.php?watch=ZSC Lions vs Geneva"
wiyx,"https://livetv.biz.id/play1.php?watch=Lausanne vs Ambri Piotta"
srs4,"https://livetv.biz.id/play1.php?watch=Rapperswil-Jona vs Fribourg"
loyj,"https://livetv.biz.id/play1.php?watch=Davos vs Zug"
qske,"https://livetv.biz.id/play1.php?watch=Biel vs Langnau"
w3zf,"https://livetv.biz.id/play1.php?watch=Ajoie vs Kloten"
jchq,"https://livetv.biz.id/play1.php?watch=Aosta vs Valdifiemme"
45ds,"https://livetv.biz.id/play1.php?watch=Unterland Cavaliers vs Salzburg II"
xwah,"https://livetv.biz.id/play1.php?watch=Mora vs Leksand"
1nxp,"https://livetv.biz.id/play1.php?watch=Alleghe vs Valpellice"
ngn6,"https://livetv.biz.id/play1.php?watch=Cortina vs Wipptal Broncos"
tly7,"https://livetv.biz.id/play1.php?watch=Sherbrooke Phoenix vs Drummondville"
4hrs,"https://livetv.biz.id/play1.php?watch=Gatineau Olympiques vs Rouyn-Noranda Huskies"
mv0c,"https://livetv.biz.id/play1.php?watch=Armada BLB vs Val-d`Or Foreurs"
t8ej,"https://livetv.biz.id/play1.php?watch=Baie-Comeau Drakkar vs Rimouski Oceanic"
0fux,"https://livetv.biz.id/play1.php?watch=Medicine Hat Tigers vs Lethbridge Hurricanes"
6yfd,"https://livetv.biz.id/play1.php?watch=Everett Silvertips vs Portland Winterhawks"
ryua,"https://livetv.biz.id/play1.php?watch=Tri-City Americans vs Spokane Chiefs"
taql,"https://livetv.biz.id/play1.php?watch=Red Deer Rebels vs Edmonton Oil Kings"
gdhl,"https://livetv.biz.id/play1.php?watch=Newfoundland Regiment vs Saint John Sea Dogs"
wfwa,"https://livetv.biz.id/play1.php?watch=Halifax Mooseheads vs Moncton Wildcats"
fxb9,"https://livetv.biz.id/play1.php?watch=Toronto vs Montreal"
sge7,"https://livetv.biz.id/play1.php?watch=Saint-Louis vs Dallas"
rhac,"https://livetv.biz.id/play1.php?watch=Montreal vs Toronto"
0rt9,"https://livetv.biz.id/play1.php?watch=Minnesota vs Chicago"
w0vi,"https://livetv.biz.id/play1.php?watch=Edmonton vs Winnipeg"
71t3,"https://livetv.biz.id/play1.php?watch=Moose Jaw Warriors vs Saskatoon Blades"
v68p,"https://livetv.biz.id/play1.php?watch=Red Deer Rebels vs Edmonton Oil Kings"
o397,"https://livetv.biz.id/play1.php?watch=Swift Current Broncos vs Prince Albert Raiders"
r812,"https://livetv.biz.id/play1.php?watch=Medicine Hat Tigers vs Lethbridge Hurricanes"
srzv,"https://livetv.biz.id/play1.php?watch=Wenatchee Wild vs Seattle Thunderbirds"
2066,"https://livetv.biz.id/play1.php?watch=Prince George Cougars vs Penticton Vees"
el1t,"https://livetv.biz.id/play1.php?watch=Seattle Kraken vs Vancouver"
s921,"https://livetv.biz.id/play1.php?watch=Los Angeles vs Vegas"
q1h6,"https://livetv.biz.id/play1.php?watch=Kamloops Blazers vs Victoria Royals"
chvc,"https://livetv.biz.id/play1.php?watch=Tri-City Americans vs Spokane Chiefs"
8wxi,"https://livetv.biz.id/play1.php?watch=Everett Silvertips vs Portland Winterhawks"
17tq,"https://livetv.biz.id/play1.php?watch=Vancouver Giants vs Kelowna Rockets"
4c0l,"https://livetv.biz.id/play1.php?watch=Norilsk vs Omskiye Kryliya"
pfp2,"https://livetv.biz.id/play1.php?watch=Sakhalinskie Akuly vs Krylia Sovetov"
orvx,"https://livetv.biz.id/play1.php?watch=Dynamo St Pburg vs Chelmet"
566w,"https://livetv.biz.id/play1.php?watch=Zvezda Moscow vs Magnitka"
mh3w,"https://livetv.biz.id/play1.php?watch=Bars vs Izhstal"
7cku,"https://livetv.biz.id/play1.php?watch=Almaz vs Mikhailov Academy"
o0i5,"https://livetv.biz.id/play1.php?watch=Loko vs JHC Dynamo Msk"
3wh4,"https://livetv.biz.id/play1.php?watch=Farjestad (W) vs  HV71 (W)"
7663,"https://livetv.biz.id/play1.php?watch=Traktor vs Avangard"
4u33,"https://livetv.biz.id/play1.php?watch=Salavat Yulaev vs Spartak M"
6kp5,"https://livetv.biz.id/play1.php?watch=Metallurg Mg vs Neftekhimik"
4oip,"https://livetv.biz.id/play1.php?watch=Sodertalje vs Visby Roma"
k25n,"https://livetv.biz.id/play1.php?watch=SDE (W) vs  Linkoeping (W)"
5q9d,"https://livetv.biz.id/play1.php?watch=Ingolstadt vs Nuernberg"
ld9j,"https://livetv.biz.id/play1.php?watch=Fischtown Pinguins vs Iserlohn Roosters"
cvjf,"https://livetv.biz.id/play1.php?watch=Adler Mannheim vs Eisbaeren Berlin"
d9e0,"https://livetv.biz.id/play1.php?watch=Torpedo U-K vs Gornyak Rudny"
m2jn,"https://livetv.biz.id/play1.php?watch=Aktobe vs Nomad"
mz57,"https://livetv.biz.id/play1.php?watch=Brynas (W) vs  Djurgarden (W)"
vcxa,"https://livetv.biz.id/play1.php?watch=Skelleftea (W) vs  Lulea (W)"
1yas,"https://livetv.biz.id/play1.php?watch=SonderjyskE vs Rungsted"
0ebs,"https://livetv.biz.id/play1.php?watch=Frederikshavn vs Esbjerg Energy"
2fal,"https://livetv.biz.id/play1.php?watch=Slovan vs Kosice"
w4p5,"https://livetv.biz.id/play1.php?watch=Sochi vs Sibir"
ard9,"https://livetv.biz.id/play1.php?watch=Poprad vs Nitra"
7kyq,"https://livetv.biz.id/play1.php?watch=Lokomotiv vs Barys"
yfvh,"https://livetv.biz.id/play1.php?watch=Khimik Vs vs Yuzhny Ural"
vwih,"https://livetv.biz.id/play1.php?watch=SKA-VMF vs Gornyak-UGMK"
jii3,"https://livetv.biz.id/play1.php?watch=Dinamo Szynnik vs Spartak MAH"
nk3u,"https://livetv.biz.id/play1.php?watch=Linz vs Milano"
qnie,"https://livetv.biz.id/play1.php?watch=Dinamo Mn vs Avtomobilist"
6fx3,"https://livetv.biz.id/play1.php?watch=Vimmerby vs Oskarshamn"
km6w,"https://livetv.biz.id/play1.php?watch=Oestersund vs Nybro Vikings"
